;Identifier;Company Name_x;Country of Headquarters;Country of Exchange;Exchange Name;ISIN;Legal Entity ID (LEI);CVR;IPO Date;First Trade Date;ICB Industry name;ICB Sector name;ICB Subsector name;"Market Cap
(DKK)
1(best) - 100(worst)
Percentile Scoring";2025 AP release date;Half year reports;Unnamed: 17;Unnamed: 0_y;File;Company Name_y;Year;AI share;AI Paragraph;Sensing;Seizing;Transforming;DC_Sum;Total Assets Reported;City of Headquarters;Date of Incorporation;Employees;R&D Expenses;Revenue
524;UNLGRP.CO;Unlimit Group A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060816148;549300ZZCOOOHCFXH911;;23/06/2017;23/06/2017;Technology;Software & Computer Services;Software;82.00.00;1;;;89;ALL_COMPANIES/Unlimit Group A-S/Conferize-Arsrapport-2022.pdf;Conferize A/S;2022;00.00;[];0;0;0;0;21967760;Frederiksberg;03/04/2012;;;
525;UNLGRP.CO;Unlimit Group A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060816148;549300ZZCOOOHCFXH911;;23/06/2017;23/06/2017;Technology;Software & Computer Services;Software;82.00.00;1;;;90;ALL_COMPANIES/Unlimit Group A-S/Conferize-Arsrapport-2021.pdf;Conferize A/S;2021;00.00;[];0;0;0;0;16705010;Frederiksberg;03/04/2012;;;
526;UNLGRP.CO;Unlimit Group A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060816148;549300ZZCOOOHCFXH911;;23/06/2017;23/06/2017;Technology;Software & Computer Services;Software;82.00.00;1;;;91;ALL_COMPANIES/Unlimit Group A-S/Conferize-Arsrapport-2020.pdf;Conferize A/S;2020;00.00;[];0;0;0;0;28173040;Frederiksberg;03/04/2012;;;
527;KONSOL.CO;Konsolidator A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061113511;8945004QWJYYQF6V7Z56;;10/05/2019;10/05/2019;Technology;Software & Computer Services;Software;82.00.00;;;;351;ALL_COMPANIES/Konsolidator A-S/Konsolidator Annual Report 2025.pdf;Konsolidator A/S;2025;0.0110984711855941;['•\t Broaden the product suite \nwith FP&A, Financial Data \nWarehouse, BI solution and \nAI agent\n', 'AI Agent.\n', '“FP&A should remove friction, not \nadd complexity. We’ve developed \nthe tool around the accounting \nlogic that customers already trust, \nusing machine learning to make \nbudgeting and forecasting become \na natural extension of consolidation \n- not another spreadsheet exercise \nrunning in parallel.”\n', 'ki\n', 'Other \ndirectorships\nBoard Director: Valuer Holding \nA/S, Valuer.ai ApS, Configit A/S,  \nConfigit Holding A/S, Danish \nMobile Technology A/S, Strategic \nManagement Society.\n'];1;3;1;5;23012000;COPENHAGEN;24/08/2014;;;
528;KONSOL.CO;Konsolidator A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061113511;8945004QWJYYQF6V7Z56;;10/05/2019;10/05/2019;Technology;Software & Computer Services;Software;82.00.00;;;;352;ALL_COMPANIES/Konsolidator A-S/Konsolidator Annual Report 2024.pdf;Konsolidator A/S;2024;0.0030385900941962;['ki\n'];0;0;0;0;23909000;COPENHAGEN;24/08/2014;;;
529;KONSOL.CO;Konsolidator A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061113511;8945004QWJYYQF6V7Z56;;10/05/2019;10/05/2019;Technology;Software & Computer Services;Software;82.00.00;;;;349;ALL_COMPANIES/Konsolidator A-S/Konsolidator_Annual_Report_2023.pdf;Konsolidator A/S;2023;0.0060595043325455;['•\tReleases AI-powered \nmapping module \n', 'software. One release was a new AI-based mapping module, reducing \n'];1;2;0;3;22012000;COPENHAGEN;24/08/2014;;;
530;KONSOL.CO;Konsolidator A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061113511;8945004QWJYYQF6V7Z56;;10/05/2019;10/05/2019;Technology;Software & Computer Services;Software;82.00.00;;;;348;ALL_COMPANIES/Konsolidator A-S/Konsolidator_Annual_Report_2022.pdf;Konsolidator A/S;2022;00.00;[];0;0;0;0;36039000;COPENHAGEN;24/08/2014;;;16711000.0
531;KONSOL.CO;Konsolidator A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061113511;8945004QWJYYQF6V7Z56;;10/05/2019;10/05/2019;Technology;Software & Computer Services;Software;82.00.00;;;;350;ALL_COMPANIES/Konsolidator A-S/Konsolidator annual report 2021.pdf;Konsolidator A/S;2021;0.003128225983045;"[""The drivers for the strategy are anchored \nin mega-trends in finance, such as cloud \nintegrations to customers ERP systems and \nartificial intelligence which will eliminate \nmanual processes in the onboarding and enable \ncustomers to easily self-onboard. This will lead \nto an expansion in the total addressable market \nsince customers no longer require assistance \nfrom Konsolidator's onboarding team.\n"", 'Self-onboarding is supported by a combination of user experience uplifts and \nmachine learning and will enable Konsolidator® to become the first product that \noffers fast and intuitive self-onboarding. In addition, a simpler onboarding process is \nexpected to result in a higher and faster customer conversion rate.\n', 'Self-onboarding will enable users of cloud ERP systems to try Konsolidator® in a free \ntrial period. Gamification and machine learning will be adopted in the onboarding \nprocess to accommodate free trial.\n']";3;4;2;9;29561000;COPENHAGEN;24/08/2014;;;
532;KONSOL.CO;Konsolidator A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061113511;8945004QWJYYQF6V7Z56;;10/05/2019;10/05/2019;Technology;Software & Computer Services;Software;82.00.00;;;;353;ALL_COMPANIES/Konsolidator A-S/Konsolidator-annual-report-2020.pdf;Konsolidator A/S;2020;00.00;[];0;0;0;0;13750000;COPENHAGEN;24/08/2014;;;
533;DANT.CO;Dantax A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0015205637;213800RBGXH4RKC5NF02;;01/10/1984;02/01/1985;Consumer Discretionary;Leisure Goods;Consumer Electronics;84.00.00;;Jul 1 - Jun 30;;299;ALL_COMPANIES/Dantax A-S/Dantax-AS-Aarsrapport-2024-25.pdf;[Extracted Company Name];2025;00.00;[];0;0;0;0;83015000;Pandrup;05/03/1971;;;
534;DANT.CO;Dantax A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0015205637;213800RBGXH4RKC5NF02;;01/10/1984;02/01/1985;Consumer Discretionary;Leisure Goods;Consumer Electronics;84.00.00;;Jul 1 - Jun 30;;301;ALL_COMPANIES/Dantax A-S/3428_10-k_2024-10-24_df0081e8-624c-4702-8285-d58d67e01305.pdf;[Extracted Company Name];2024;00.00;[];0;0;0;0;92313000;Pandrup;05/03/1971;;;
535;DANT.CO;Dantax A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0015205637;213800RBGXH4RKC5NF02;;01/10/1984;02/01/1985;Consumer Discretionary;Leisure Goods;Consumer Electronics;84.00.00;;Jul 1 - Jun 30;;298;ALL_COMPANIES/Dantax A-S/Ekstern_aarsrapport_Dantax_AS_2022-2023.pdf;[Extracted Company Name];2023;00.00;[];0;0;0;0;77324000;Pandrup;05/03/1971;;;
536;DANT.CO;Dantax A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0015205637;213800RBGXH4RKC5NF02;;01/10/1984;02/01/1985;Consumer Discretionary;Leisure Goods;Consumer Electronics;84.00.00;;Jul 1 - Jun 30;;302;ALL_COMPANIES/Dantax A-S/amNsb3VkczovLzAzLzlmLzFmL2I3LzcwLzY2ZTQtNDQ0Zi1hYTQzLWIxNmQwYzAzMjU2Mg.pdf;DANTAX A/S;2022;00.00;[];0;0;0;0;70543000;Pandrup;05/03/1971;;;
537;DANT.CO;Dantax A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0015205637;213800RBGXH4RKC5NF02;;01/10/1984;02/01/1985;Consumer Discretionary;Leisure Goods;Consumer Electronics;84.00.00;;Jul 1 - Jun 30;;300;ALL_COMPANIES/Dantax A-S/amNsb3VkczovLzAzL2U3L2JmL2Q5Lzc4LzIwYTItNDNmMS04NDIxLTI3NjUwOGM1NjE2MA.pdf;DANTAX A/S;2021;00.00;[];0;0;0;0;92273000;Pandrup;05/03/1971;;;
538;DACA.CO;Danish Aerospace Company A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061140407;549300TYHG5WAZEATZ42;;27/05/2019;27/05/2019;Industrials;Aerospace and Defense;Aerospace;85.00.00;1;;;582;ALL_COMPANIES/Danish Aerospace Company A-S/Danish Aerospace Company A_S - Årsrapport 2024 (underskrevet).pdf;Danish Aerospace Company A/S;2024;00.00;[];0;0;0;0;34242250;Odense;30/08/1988;;;
539;DACA.CO;Danish Aerospace Company A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061140407;549300TYHG5WAZEATZ42;;27/05/2019;27/05/2019;Industrials;Aerospace and Defense;Aerospace;85.00.00;1;;;584;ALL_COMPANIES/Danish Aerospace Company A-S/10033_-_Danish_Aerospace_Company_AS_-_2023_-_Årsrapport_Signed_All.pdf;Danish Aerospace Company A/S;2023;00.00;[];0;0;0;0;22237330;Odense;30/08/1988;;;
540;DACA.CO;Danish Aerospace Company A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061140407;549300TYHG5WAZEATZ42;;27/05/2019;27/05/2019;Industrials;Aerospace and Defense;Aerospace;85.00.00;1;;;583;ALL_COMPANIES/Danish Aerospace Company A-S/(final)_Annual_report_2022_DANISH_AEROSPACE_COMPANY_AS.pdf;DANISH AEROSPACE COMPANY A/S;2022;00.00;[];0;0;0;0;28170000;Odense;30/08/1988;;;
541;DACA.CO;Danish Aerospace Company A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061140407;549300TYHG5WAZEATZ42;;27/05/2019;27/05/2019;Industrials;Aerospace and Defense;Aerospace;85.00.00;1;;;580;ALL_COMPANIES/Danish Aerospace Company A-S/DAC-årsrapport_2021-Signed_All.pdf;DANISH AEROSPACE COMPANY A/S;2021;00.00;[];0;0;0;0;31486630;Odense;30/08/1988;;;
542;DACA.CO;Danish Aerospace Company A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061140407;549300TYHG5WAZEATZ42;;27/05/2019;27/05/2019;Industrials;Aerospace and Defense;Aerospace;85.00.00;1;;;581;ALL_COMPANIES/Danish Aerospace Company A-S/DAC Annual Report  2020 - Final.pdf;Danish Aerospace Company A/S;2020;00.00;[];0;0;0;0;26395390;Odense;30/08/1988;;;
543;AGILC.CO;Agillic A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060955854;894500WP4D8JDZ88S128;;22/03/2018;22/03/2018;Technology;Software & Computer Services;Software;86.00.00;1;;;17;Missing Reports/Agillic A:S/AR2020.pdf;Agillic A/S;2020;0.0543478260869565;['communication channels and/or AI\n', 'Significant product updates \nTo further grow Agillic’s leading omnichannel \nmarketing position and fortify its competitive power, \nwe are continuously innovating the Agillic Customer \nMarketing Platform and launching new channels. \nWe never compromise on creating a user-friendly \nplatform to our clients to help them provide strong \ncustomer experiences. The product innovations we \nlaunched in 2020 all exemplify that.\n \nAgillic AI\nAgillic has a pragmatic approach to how AI can \nadd value to clients today. In opposition to the \n\xadconsiderable hype around “what will come”, we focus \non what is possible today. This enables short-term \nbusiness outcomes for our clients while allowing \nthem to incorporate accountable AI in their long-term \nstrategies.\n', 'The purpose of Agillic’ AI is to make personalisation \neven more granular to spur engagement and boost \nrevenue.\n \nAI-qualified product recommendations \nA good recommendation is all about inspiring and \nnudging customers to make their next purchase. \nWith Agillic’s AI models crunching data from multiple \nsources, such as website tracking, transaction history, \nand demographic data, our clients can make more \nqualified and relevant product recommendations \nthat boost conversion.\n', 'In 2020, Agillic launched AI-powered product \nrecommendations, addressing various stages in the \ncustomer’s buyer journey.\n \n•\t Abandoned basket\n\t\n\x07Customers very frequently abandon baskets. \nSome industries report that up to 70-80% of \nall baskets are left behind. A friendly reminder \nshowing the content of the basket and inspiration \nfor supplementary items can boost revenue.\n', 'AI for enhanced commercial value \nAgillic’s clients have the option to deploy AI to explore \nhigh volumes of data and create hyper-personalised \ncommunication. This has a documented boosting \neffect on the commercial value of communication \nand our clients’ revenue. \n', 'A subscription business model \nClients subscribe to the Agillic Customer Marketing \nPlatform and pay an annual subscription fee, priced \ndepending on the number of channels they use, the \nnumber of recipients in their database, whether they \nuse Agillic’s AI, and the integrations to the paid media \nchannels. Based on the number of transactions, \nsuch as the number of emails or SMS sent, there is \nan additional charge. \n', 'Artiﬁcial Intelligence\nAI Preferences\nAI Recommendations\n', 'It is impossible to bypass AI as a means to hyper-per\xad\nsonalisation and revenue booster. The personalisation \n2.0 paradigm is about being able to anticipate a need \nand present a relevant offer at the right moment.  \n', 'Rasmus Houlind, Chief Experience Officer \nRasmus Houlind joined Agillic in 2015. He has spent his career working with \ninternational clients and developing loyalty programs in international agencies. \nRasmus is a keynote speaker and has authored the book “Make It All About Me: \nLeveraging omnichannel and AI for marketing success” about Omnichannel \nMarketing and Customer Experience. Rasmus holds an M.A. in Information \nStudies from Aarhus University. \nHoldings in Agillic: 159,738 shares.\n', 'About Agillic\nAgillic is a Danish software company enabling marketers to maximise the use of data and translate it \ninto relevant and personalised communication establishing strong relations between people and brands. \nOur customer marketing platform uses AI to enhance the business value of customer communication. \nBy combining data-driven customer insights with the ability to execute personalised communication, we \nprovide our clients with a head start in the battle of winning markets and customers.\n'];4;4;2;10;37786000;COPENHAGEN;02/12/1999;;;
544;AGILC.CO;Agillic A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060955854;894500WP4D8JDZ88S128;;22/03/2018;22/03/2018;Technology;Software & Computer Services;Software;86.00.00;1;;;18;Missing Reports/Agillic A:S/AR2021.pdf;Agillic A/S;2021;0.00811391942878;['•\t Upselling to existing clients: \n\tɕ\nClients increase the number of communication transactions \n\tɕ\nClients deploy additional communication channels and/or AI \n•\t When clients churn and when less transactions take place temporarily, ARR decreases \n•\t Sales of subscriptions to new clients increases the ARR \n•\t As long as the value of upselling to existing clients and the sales to new clients exceeds \nthe value of the churning clients, the ARR will increase \n', 'Rasmus Houlind joined Agillic in 2015. He has \nspent his career working with international \nclients and developing loyalty programs in \ninternational agencies. Rasmus is a keynote \nspeaker and has authored the book “Make It \nAll About Me: Leveraging omnichannel and \nAI for marketing success” about Omnichannel \nMarketing and Customer Experience. Rasmus \nholds an M.A. in Information Studies from \nAarhus University. \n'];1;1;0;2;56891000;COPENHAGEN;02/12/1999;;;
545;AGILC.CO;Agillic A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060955854;894500WP4D8JDZ88S128;;22/03/2018;22/03/2018;Technology;Software & Computer Services;Software;86.00.00;1;;;19;Missing Reports/Agillic A:S/AR2023.pdf;Agillic A/S;2023;0.0463587322993931;['AI + Agillic \nArtificial Intelligence (AI) has been a topic of 2023, more \nthan ever, and the impact of AI + Agillic is profound, \nrevolutionising the way our clients interact with their \ncustomers. By leveraging AI technologies, Agillic \nclients can offer hyper-personalised and enhanced user \nengagement. Automation of routine tasks through AI \nimproves efficiency, allowing our clients to focus on more \ncomplex customer needs.\n', 'Operating at the centre of the AI movement, fuelled with \ndata and content, Agillic clients explored the transformative \n', 'power of AI that has yielded impactful success stories, \nshowcasing the true potential of Agillic in amplifying \nbusiness outcomes. \n', 'Through compelling use cases and tangible results, these \nstories not only demonstrate the practical applications \nof AI within our platform but also set the stage for more \ninspiring narratives in the coming year. This reaffirms our \ncommitment to innovation and underscores our determi\xad\nnation to deliver tangible value to our clients through the \nintegration of advanced technologies. \n', 'The impact of \nAI + Agillic is profound, \nrevolutionising the way \nour clients interact with \ntheir customers”\n', '“In particular, our mid-sized clients are showing a growing interest in \ndigital, AI-driven solutions for personalised customer engagement and \nautomated marketing campaigns. With our partner Agillic, we complement \nour technical and creative portfolio and create real alternatives for these \nbusinesses.”\n'];2;3;1;6;52775000;COPENHAGEN;02/12/1999;;;
546;AGILC.CO;Agillic A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060955854;894500WP4D8JDZ88S128;;22/03/2018;22/03/2018;Technology;Software & Computer Services;Software;86.00.00;1;;;20;Missing Reports/Agillic A:S/AR2022.pdf;Agillic A/S;2022;0.0041279669762641;['Factors impacting the ARR-development \n•\t Upselling to existing clients: \n\tɕ\nClients increase the number of communication transactions \n\tɕ\nClients deploy additional communication channels and/or AI \n•\t When clients churn and when less transactions take place temporarily, ARR decreases \n•\t Sales of subscriptions to new clients increases the ARR \n•\t As long as the value of upselling to existing clients and the sales to new clients exceeds \nthe value of the churning clients, the ARR will increase \n'];1;1;0;2;61598000;COPENHAGEN;02/12/1999;;;
547;AGILC.CO;Agillic A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060955854;894500WP4D8JDZ88S128;;22/03/2018;22/03/2018;Technology;Software & Computer Services;Software;86.00.00;1;;;21;Missing Reports/Agillic A:S/AR2025.pdf;Agillic A/S;2025;0.0280347631062517;['During  2025,  Agillic  further  strengthened  its  use of AI \nacross product development as a core foundation to  \nenhance \nintelligence, \nscalability, \nand \nspeed \nof \ninnovation. AI is therefore not an add-on, but a \nfundamental  and   integrated  component   of  Agillic’s\nplatform, features, and delivery model. This ensures \nsustained competitiveness, higher execution quality, and \nincreased \noperational \nefficiency, \nenabling \nfaster \ndevelopment cycles and greater value creation for \nclients and partners.\n', 'We will continue to invest in our platform and accelerate \nthe development of new features to address the \nevolving needs of our clients and drive increased \nbusiness value. Whether capitalising on new, advanced \nAI-capabilities or empowering control through a reliable, \nEU-based and proprietary delivery infrastructure.\n', 'At the same time, investments continue in AI \ncapabilities and in further strengthening Agillic’s EU-\nbased, proprietary delivery infrastructure. This ensures \nscalability, \nsecurity, \nand \nlong-term \ncompetitive \npositioning, while supporting margin improvement \nover time.\n', 'Financial guidance for 2026\nThe \nfinancial \noutlook \nreflects \nAgillic’s \ncurrent \nexpectations regarding client demand and overall \nmarket conditions, supported by disciplined cost \nmanagement and operational focus. While market \ndynamics may evolve throughout the year, the \nstrategic direction remains unchanged: to create \nsustainable, long-term value. Agillic expects to unlock \nmeaningful productivity gains and further enhance \noperational efficiency – e.g., through utilisation of AI-\nbased tools across its processes, development of \nplatform features, and delivery model.\n', 'Digital sovereignty\nAgillic operates exclusively on proprietary, EU-based infrastructure. This strategic \nlocalisation empowers Agillic’s clients to maintain full digital sovereignty while \nensuring adherence to the evolving EU regulatory landscape, including GDPR, \nePrivacy, DMA, the EU AI Act, NIS2, and DORA.\n'];4;5;4;13;44186000;COPENHAGEN;02/12/1999;;;
